stud_id,tepsb_sex,sample,svyunit,ym,contact,cp19v01,cp19v02,cp19v05,cp19v28,cp19v29,cp19v29_1,cp19v29_2,cp19v30,cp19v31_g,cp19v31_gd,cp19v32,cp19v32_1,cp19v32_2,cp19v33v34,cp19v33v34_u,cp19v33v34_ud,cp19v35,cp19v36,cp19v37_1,cp19v37_2,cp19v37_3,cp19v37_4,cp19v37_5,cp19v37_6,cp19v37_7,cp19v37_8,cp19v37_9,cp19v38,cp19v39,cp19v40,cp19v41,cp19v42,cp19v43_1_k1,cp19v43_1_k2,cp19v43_2_k1,cp19v43_2_k2,cp19v43_2_k3,cp19v43_2_k4,cp19v43_3_k1,cp19v43_3_k2,cp19v43_4_k1,cp19v43_4_k2,cp19v43_4_k3,cp19v43_4_k4,cp19v43_A1,cp19v43_A2,cp19v43_A3,cp19v43_A4,cp19v44,cp19v45_1,cp19v45_2,cp19v45_3,cp19v45_4,cp19v45_A,cp19v46,cp19v47,cp19v48,cp19v49_1,cp19v49_2,cp19v50_k1,cp19v50_k2,cp19v50_k3,cp19v51,cp19v52,cp19v53,cp19v54,cp19v55,cp19v56,cp19v57,cp19v57_1,cp19v58,cp19v59,cp19v60,cp19v61,cp19v62,cp19v63,cp19v63_k,cp19v64,cp19v65,cp19v66,cp19v66_k,cp19v67,cp19v68,cp19v69,cp19v70,cp19v71,cp19v72,cp19v73,cp19v74,cp19v75,cp19v76,cp19v76_k,cp19v77,cp19v78,cp19v78_k,cp19v79,cp19v79_1,cp19v79_2,cp19v80_1,cp19v80_2,cp19v80_3,cp19v80_4,cp19v80_5,cp19v80_6,cp19v80_7,cp19v80_8,cp19v80_9,cp19v80_10,cp19v80_11,cp19v80_12,cp19v80_13,cp19v80_14,cp19v81,cp19v82,cp19v83,cp19v84,cp19v30_x,cp19v31_g_x,cp19v31_gd_x,cp19v32_x,cp19v32_1_x,cp19v32_2_x,cp19v33v34_u_x,cp19v33v34_ud_x,cp19v35_x,cp19v36_x,cp19v69_x,cp19v71_x,cp19v72_x,cp19v73_x,cp19v74_x,cp19v75_x,cp19v76_x,cp19v76_k_x,cp19v77_x,cp19v78_x,cp19v78_k_x
16264,1,1,1,10902,2,1,1,8,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,10,99,99,98,3,999,99,999,99,999,99,999,99,999,99,7,3,95,95,1,99,99,6,99,6,1,3,11,2,99,2,994,994,1,1,1,2,2,99,2,99,99,2,46,1,52,2,9999,14,48,16, ,4,2,99,2,99,99,999,99,9999,99,9999,999,99, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,173,64,5,99,99,1,6,4,8,3,99,99,9,1,2,64,97,33,2,9999,30,96, 
13628,1,1,1,10904,2,2,1,8,1,1,4,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,15,99,99,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,4,99,4,1,1,99,99,99,999,999,999,3,1,1,99,2,99,1,99,1,11,98,5,54,2,9999,7,70,13, ,99,1,99,99,99,99,999,99,9999,99,9999,999,99, ,99,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,176,65,4,99,99,1,4,4,5,8,1,1,99,99,99,999,99,9999,99,9999,999,99, 
07565,2,1,1,10902,2,1,2,24,2,99,99,99,4,99,99,1,13,13,1,3,4,2,1,0,0,0,0,0,0,1,0,0,2,99,99,3,2,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,2,1,1,7,3,1,3,2,99,1,99,2,5,12,9,33,1,20,16,40,14, ,2,2,99,4,99,99,999,99,9999,99,9999,999,99, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,160,57,4,99,99,1,13,13,3,4,2,1,5,1,1,98,9,2,1,65,40,96, 
05972,2,1,1,10904,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
05607,2,8,8, ,8,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
00588,1,8,8, ,8,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
15090,1,1,1,10904,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
13079,1,1,1,10902,2,1,1,8,1,1,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,2,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,0,0,0,4,1,1,2,2,99,1,99,2,5,8,6,43,2,9999,14,40,8, ,2,2,99,2,99,99,999,99,9999,99,9999,999,99, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,174,75,6,99,99,1,9,7,1,3,99,99,7,1,2,51,5,51,2,9999,50,96, 
13506,2,1,1,10904,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
14611,2,1,1,10904,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
10502,2,1,1,10904,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
12380,2,1,1,10903,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
17915,1,1,1,10902,2,1,1,1,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,1,999,99,999,99,999,99,999,99,101,97,104,97,10,97,13,97,1,99,2,99,99,2,99,99,99,99,3,997,997,997,6,1,1,4,1,99,1,99,2,8,62,97,35,2,9999,16,40,8, ,5,2,99,2,99,99,999,99,9999,99,9999,999,99, ,2,999,999,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,3,173,72,5,99,99,1,7,5,9,5,99,99,12,1,96,8,9,35,96,9999,42,6, 
09942,1,1,1,10902,2,1,1,6,1,1,10,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,2,99,999,99,999,99,999,99,107,97,999,99,999,99,16,97,95,95,4,6,99,99,99,6,99,99,99,99,4,2,1,1,4,3,1,4,1,99,1,99,1,9,79,97,23,2,9999,17,40,10, ,2,2,14,3,1,1,79,5,23,2,9999,40,10, ,2,999,999,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2,183,82,7,1,1,1,10,9,1,5,99,99,14,1,1,79,5,23,2,9999,40,10, 
12887,1,8,8, ,8,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
00442,1,1,1,10904,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
10091,2,1,1,10902,2,1,2,1,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,12,99,99,97,4,999,99,999,99,999,99,999,99,999,99,6,4,95,95,4,99,99,8,99,8,1,1,99,3,99,1,994,994,2,2,1,3,1,99,1,99,2,8,47,9,42,2,9999,15,43,7, ,5,2,99,5,99,99,999,99,9999,99,9999,999,99, ,1,74,999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,162,75,6,99,99,1,6,4,6,3,99,99,9,1,2,77,6,26,2,9999,78,96, 
11532,2,1,1,10903,2,1,2,4,1,1,10,8,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,1,99,999,99,999,99,999,99,106,3,999,99,999,99,15,3,95,95,1,8,99,99,99,8,99,99,99,99,2,2,994,994,3,3,2,99,2,2,99,99,99,99,999,99,9999,99,9999,99,999,99, ,99,99,99,99,99,99,999,99,9999,99,9999,999,99, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,162,47,7,6,2,1,10,8,6,2,1,2,99,99,99,999,99,9999,99,9999,999,99, 
17329,1,1,1,10903,2,1,1,8,1,1,6,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,11,99,99,101,7,999,99,999,99,999,99,999,99,999,99,10,7,95,95,1,99,99,7,99,7,1,1,99,2,99,1,994,994,4,1,1,2,2,99,1,99,2,5,69,3,33,1,4,17,45,10, ,1,2,99,6,99,99,999,99,9999,99,9999,999,99, ,1,69,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,173,95,6,99,99,1,6,4,1,3,1,2,10,1,2,69,9,33,2,9999,40,96, 
17456,2,1,1,10902,2,1,2,9,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,13,99,99,105,9,999,99,999,99,999,99,999,99,999,99,14,9,95,95,1,99,99,8,99,8,1,2,14,2,99,2,1,1,3,3,2,99,2,1,99,3,99,1,79,1,23,2,9999,12,30,11, ,2,1,99,99,99,99,999,99,9999,99,9999,999,2, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,167,55,7,11,2,1,8,8,11,2,99,99,99,99,99,999,99,9999,99,9999,999,2, 
10546,2,1,1,10904,1,2,1,98,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
00512,2,1,1,10902,2,1,2,2,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,1,99,999,99,999,99,999,99,108,2,999,99,999,99,17,2,95,95,1,8,99,99,99,8,99,99,99,99,2,2,1,1,4,1,1,2,2,99,1,99,2,8,30,5,26,2,9999,16,40,9, ,1,2,99,2,99,99,999,99,9999,99,9999,999,99, ,2,999,999,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,3,158,51,7,1,5,1,8,8,6,7,99,99,11,1,2,30,97,26,2,9999,40,96, 
12783,1,1,1,10902,2,1,1,1,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,2,99,999,99,999,99,999,99,107,6,999,99,999,99,16,6,95,95,1,7,99,99,99,7,99,99,99,99,3,2,994,994,4,1,1,2,2,99,4,99,99,1,51,3,51,1,7,13,40,15, ,3,2,99,3,99,99,999,99,9999,99,9999,999,99, ,1,997,999,0,1,0,1,1,1,1,1,1,1,1,0,0,0,2,3,184,90,6,99,99,1,7,4,1,3,99,99,9,1,96,51,3,51,96,9999,30,3, 
01639,2,1,1,10903,2,1,2,15,1,1,12,10,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,1,999,99,999,99,999,99,999,99,102,10,103,10,11,10,12,10,1,99,9,99,99,9,99,99,99,99,3,2,1,1,4,1,1,1,2,99,3,99,99,1,87,3,26,2,9999,15,30,10, ,1,1,99,99,99,99,999,99,9999,99,9999,999,9, ,1,87,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,158,60,8,11,2,1,12,10,6,2,1,2,99,99,99,999,99,9999,99,9999,999,9, 
03074,2,8,8, ,8,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
11620,2,1,1,10904,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
05022,2,1,1,10904,2,1,2,1,1,1,10,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,1,999,99,999,99,999,99,999,99,101,12,105,4,10,12,14,4,1,99,8,99,99,8,99,99,99,99,3,1,994,994,3,3,1,2,2,99,1,99,1,9,98,6,33,2,9999,13,55,9, ,4,1,99,99,99,99,999,99,9999,99,9999,999,99, ,2,999,999,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,4,170,58,7,6,2,1,10,8,1,2,99,99,99,99,99,999,99,9999,99,9999,999,99, 
07317,1,1,1,10903,1,1,1,3,1,1,8,8,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,1,99,999,99,999,99,999,99,108,3,999,99,999,99,17,3,95,95,1,2,99,99,99,2,99,99,99,99,2,2,994,994,4,1,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,7,1,5,1,8,8,1,5,99,99,96,96,96,996,96,9996,96,9999,996,96, 
01008,2,1,1,10903,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
09008,1,1,1,10904,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
04246,1,1,1,10902,2,1,1,15,2,99,99,99,6,99,99,1,6,4,3,1,1,1,2,0,0,0,0,0,0,1,0,0,2,99,99,3,2,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,1,4,1,1,3,2,99,2,99,99,2,46,2,33,2,9999,10,36,97, ,4,1,99,99,99,99,999,99,9999,99,9999,999,99, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,174,74,6,99,99,1,6,4,1,1,1,2,99,99,99,999,99,9999,99,9999,999,99, 
01209,2,1,1,10904,2,8,2,7,1,1,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,97,99,99,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,8,99,8,1,1,99,99,99,999,999,999,1,3,1,99,2,99,1,99,1,9,81,97,21,97,9999,97,40,97, ,99,1,99,99,99,99,999,99,9999,99,9999,999,7, ,99,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,165,997,7,6,4,1,97,97,6,97,1,2,99,99,99,999,99,9999,99,9999,999,7, 
08809,1,1,1,10903,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
19690,2,1,1,10903,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
19134,2,1,1,10903,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
09691,2,1,1,10903,2,1,2,2,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,12,99,99,101,8,999,99,999,99,999,99,999,99,999,99,10,8,95,95,1,99,99,8,99,8,1,2,13,1,99,2,1,1,4,1,1,3,2,99,1,99,2,8,26,6,33,2,9999,11,45,8, ,5,2,99,2,99,99,999,99,9999,99,9999,999,99, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,159,59,6,99,99,1,6,4,6,2,99,99,10,1,96,45,4,41,96,9999,55,6, 
13900,2,1,1,10902,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
10567,1,1,1,10903,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
14371,1,1,1,10902,2,1,1,8,1,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,12,99,99,106,1,999,99,999,99,999,99,999,99,999,99,15,1,95,95,1,99,99,7,99,7,1,2,13,2,99,2,994,994,4,1,1,1,2,99,2,99,99,2,31,3,33,1,3,13,48,8, ,3,2,99,2,99,99,999,99,9999,99,9999,999,99, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,179,109,4,99,99,3,99,99,10,4,99,99,97,2,99,46,2,33,2,9999,48,96, 
17335,1,1,1,10902,2,1,1,1,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,1,99,999,99,999,99,999,99,108,8,999,99,999,99,17,8,95,95,1,7,99,99,99,7,99,99,99,99,3,2,994,994,1,3,1,2,2,99,3,99,99,1,69,3,26,2,9999,15,50,16, ,1,2,99,3,99,99,999,99,9999,99,9999,999,99, ,1,69,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,170,66,6,99,99,1,8,4,6,3,99,99,7,1,96,79,97,52,96,9999,40,7, 
02900,1,1,1,10903,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
06563,1,1,1,10902,2,1,1,8,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,2,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,1,6,1,1,2,2,99,1,99,2,14,30,9,82,2,9999,12,40,10, ,3,2,99,2,99,99,999,99,9999,99,9999,999,99, ,2,999,999,0,0,1,1,0,1,1,0,1,0,0,0,0,0,2,3,163,63,5,99,99,1,9,6,8,3,99,99,5,1,1,98,98,2,2,9999,40,96, 
10240,2,8,8, ,8,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
13699,1,1,1,10903,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
